Date,Open,High,Low,Close,Adj Close,Volume
2012-02-20,2.850000,2.850000,2.750000,2.770000,2.770000,1940
2012-02-21,2.770000,2.840000,2.720000,2.790000,2.790000,8339
2012-02-22,2.790000,2.940000,2.790000,2.790000,2.790000,6661
2012-02-23,2.790000,3.280000,2.850000,3.260000,3.260000,2865
2012-02-24,3.260000,3.280000,3.090000,3.280000,3.280000,4481
2012-02-25,3.280000,3.290000,3.020000,3.020000,3.020000,6041
2012-02-26,3.020000,3.220000,3.080000,3.120000,3.120000,1204
2012-02-27,3.120000,3.210000,3.100000,3.170000,3.170000,1672
2012-02-28,3.170000,3.230000,3.030000,3.080000,3.080000,6804
2012-02-29,3.080000,3.170000,3.100000,3.140000,3.140000,3918
2012-03-01,3.140000,3.200000,3.130000,3.170000,3.170000,3985
2012-03-02,3.170000,3.180000,2.880000,2.950000,2.950000,9958
2012-03-03,2.950000,3.070000,2.920000,3.020000,3.020000,4157
2012-03-04,3.020000,3.200000,2.980000,3.110000,3.110000,6397
2012-03-05,3.110000,3.190000,3.020000,3.150000,3.150000,880
2012-03-06,3.150000,3.260000,3.130000,3.200000,3.200000,8343
2012-03-07,3.200000,3.230000,3.090000,3.230000,3.230000,2016
2012-03-08,3.230000,3.250000,3.100000,3.170000,3.170000,7026
2012-03-09,3.170000,3.210000,3.140000,3.160000,3.160000,5080
2012-03-10,3.160000,3.190000,3.060000,3.100000,3.100000,4547
2012-03-11,3.100000,3.130000,3.050000,3.130000,3.130000,710
2012-03-12,3.130000,3.180000,3.000000,3.120000,3.120000,2056
2012-03-13,3.120000,3.490000,3.130000,3.340000,3.340000,6879
2012-03-14,3.340000,3.570000,3.390000,3.570000,3.570000,5959
2012-03-15,3.570000,3.540000,3.400000,3.480000,3.480000,8257
2012-03-16,3.480000,3.530000,3.400000,3.500000,3.500000,7261
2012-03-17,3.500000,3.490000,3.380000,3.400000,3.400000,1894
2012-03-18,3.400000,3.420000,3.310000,3.340000,3.340000,1671
2012-03-19,3.340000,3.440000,2.920000,3.010000,3.010000,7052
2012-03-20,3.010000,3.160000,2.900000,3.110000,3.110000,5604
2012-03-21,3.110000,3.140000,3.050000,3.090000,3.090000,7088
2012-03-22,3.090000,3.140000,2.980000,3.050000,3.050000,6507
2012-03-23,3.050000,3.090000,2.970000,3.050000,3.050000,3611
2012-03-24,3.050000,3.050000,2.970000,2.990000,2.990000,3983
2012-03-25,2.990000,3.030000,2.780000,2.910000,2.910000,4452
2012-03-25,2.910000,3.040000,2.880000,2.990000,2.990000,1115
2012-03-26,2.990000,3.090000,2.900000,3.090000,3.090000,10597
2012-03-27,3.090000,3.100000,3.000000,3.060000,3.060000,4884
2012-03-28,3.060000,3.100000,3.020000,3.080000,3.080000,3165
2012-03-29,3.080000,3.100000,3.010000,3.100000,3.100000,3447
2012-03-30,3.100000,3.150000,3.070000,3.110000,3.110000,5892
2012-03-31,3.110000,3.080000,3.020000,3.080000,3.080000,2695
2012-04-01,3.080000,3.200000,3.020000,3.190000,3.190000,2191
2012-04-02,3.190000,3.180000,3.050000,3.170000,3.170000,8564
2012-04-03,3.170000,3.180000,3.120000,3.160000,3.160000,7893
2012-04-04,3.160000,3.190000,3.110000,3.170000,3.170000,3745
2012-04-05,3.170000,3.200000,3.080000,3.130000,3.130000,4951
2012-04-06,3.130000,3.140000,3.020000,3.040000,3.040000,3044
2012-04-07,3.040000,3.070000,2.920000,3.060000,3.060000,1245
2012-04-08,3.060000,3.100000,2.940000,3.100000,3.100000,952
2012-04-09,3.100000,3.140000,2.980000,3.040000,3.040000,1069
2012-04-10,3.040000,3.180000,3.080000,3.180000,3.180000,10785
2012-04-11,3.180000,3.180000,3.100000,3.170000,3.170000,5636
2012-04-12,3.170000,3.170000,3.040000,3.160000,3.160000,6314
2012-04-13,3.160000,3.200000,3.100000,3.180000,3.180000,1608
2012-04-14,3.180000,3.170000,3.110000,3.130000,3.130000,1041
2012-04-15,3.130000,3.180000,3.080000,3.120000,3.120000,1370
2012-04-16,3.120000,3.220000,3.130000,3.220000,3.220000,9119
2012-04-17,3.220000,3.310000,3.210000,3.290000,3.290000,7225
2012-04-18,3.290000,3.330000,3.250000,3.300000,3.300000,9071
2012-04-19,3.300000,3.370000,3.260000,3.350000,3.350000,14259
2012-04-20,3.350000,3.430000,3.250000,3.330000,3.330000,8041
2012-04-21,3.330000,3.340000,3.200000,3.280000,3.280000,2061
2012-04-22,3.280000,3.310000,3.150000,3.160000,3.160000,2920
2012-04-23,3.160000,3.280000,3.160000,3.220000,3.220000,11690
2012-04-24,3.220000,3.280000,3.200000,3.230000,3.230000,4734
2012-04-25,3.230000,3.280000,3.180000,3.230000,3.230000,6449
2012-04-26,3.230000,3.240000,3.190000,3.230000,3.230000,5952
2012-04-27,3.230000,3.220000,3.060000,3.110000,3.110000,9284
2012-04-28,3.110000,3.130000,3.070000,3.070000,3.070000,2228
2012-04-29,3.070000,3.150000,3.070000,3.110000,3.110000,2740
2012-04-30,3.110000,3.150000,3.100000,3.140000,3.140000,15719
2012-05-01,3.140000,3.250000,3.130000,3.130000,3.130000,3554
2012-05-02,3.130000,3.260000,3.130000,3.250000,3.250000,10311
2012-05-03,3.250000,3.260000,3.200000,3.220000,3.220000,5322
2012-05-04,3.220000,3.240000,3.190000,3.190000,3.190000,5623
2012-05-05,3.190000,3.230000,3.180000,3.200000,3.200000,3837
2012-05-06,3.200000,3.220000,3.160000,3.180000,3.180000,2107
2012-05-07,3.180000,3.210000,3.130000,3.150000,3.150000,1568
2012-05-08,3.150000,3.220000,3.130000,3.190000,3.190000,12573
2012-05-09,3.190000,3.230000,3.050000,3.090000,3.090000,10660
2012-05-10,3.090000,3.170000,3.050000,3.150000,3.150000,9937
2012-05-11,3.150000,3.160000,3.090000,3.150000,3.150000,7462
2012-05-12,3.150000,3.170000,3.100000,3.130000,3.130000,1097
2012-05-13,3.130000,3.180000,3.110000,3.130000,3.130000,2079
2012-05-14,3.130000,3.210000,3.120000,3.170000,3.170000,11202
2012-05-15,3.170000,3.250000,3.180000,3.210000,3.210000,9059
2012-05-16,3.210000,3.270000,3.200000,3.270000,3.270000,4227
2012-05-17,3.270000,3.320000,3.230000,3.280000,3.280000,12434
2012-05-18,3.280000,3.330000,3.270000,3.310000,3.310000,1554
2012-05-19,3.310000,3.300000,3.210000,3.210000,3.210000,2435
2012-05-20,3.210000,3.310000,3.210000,3.280000,3.280000,2259
2012-05-21,3.280000,3.310000,3.250000,3.280000,3.280000,13578
2012-05-22,3.280000,3.340000,3.270000,3.290000,3.290000,6647
2012-05-23,3.290000,3.350000,3.260000,3.300000,3.300000,6425
2012-05-24,3.300000,3.360000,3.290000,3.290000,3.290000,4883
2012-05-25,3.290000,3.350000,3.270000,3.300000,3.300000,2518
2012-05-26,3.300000,3.350000,3.210000,3.350000,3.350000,3037
2012-05-27,3.350000,3.370000,3.280000,3.290000,3.290000,2737
2012-05-28,3.290000,3.360000,3.270000,3.360000,3.360000,28598
2012-05-29,3.360000,3.380000,3.300000,3.360000,3.360000,10139
2012-05-30,3.360000,3.390000,3.320000,3.360000,3.360000,4522
2012-05-31,3.360000,3.400000,3.330000,3.390000,3.390000,1021
2012-06-01,3.390000,3.400000,3.330000,3.330000,3.330000,1626
2012-06-02,3.330000,3.500000,3.350000,3.460000,3.460000,9850
2012-06-03,3.460000,3.530000,3.430000,3.500000,3.500000,3849
2012-06-04,3.500000,3.600000,3.480000,3.600000,3.600000,2628
2012-06-05,3.600000,3.630000,3.550000,3.560000,3.560000,3048
2012-06-06,3.560000,3.670000,3.580000,3.660000,3.660000,15139
2012-06-07,3.660000,3.720000,3.650000,3.700000,3.700000,9396
2012-06-08,3.700000,3.740000,3.630000,3.680000,3.680000,9016
2012-06-09,3.680000,3.690000,3.550000,3.550000,3.550000,2844
2012-06-10,3.550000,3.700000,3.550000,3.660000,3.660000,2999
2012-06-11,3.660000,3.710000,3.600000,3.690000,3.690000,3435
2012-06-12,3.690000,3.920000,3.690000,3.900000,3.900000,19421
2012-06-13,3.900000,3.930000,3.830000,3.910000,3.910000,18201
2012-06-14,3.910000,4.190000,3.880000,4.190000,4.190000,7601
2012-06-15,4.190000,4.300000,4.150000,4.210000,4.210000,4136
2012-06-16,4.210000,4.270000,4.000000,4.100000,4.100000,13121
2012-06-17,4.100000,4.180000,3.880000,4.160000,4.160000,7541
2012-06-18,4.160000,4.250000,4.110000,4.230000,4.230000,13078
2012-06-19,4.230000,4.380000,4.160000,4.370000,4.370000,12240
2012-06-20,4.370000,4.400000,4.270000,4.290000,4.290000,16616
2012-06-21,4.290000,4.370000,4.100000,4.260000,4.260000,18411
2012-06-22,4.260000,4.350000,4.100000,4.230000,4.230000,8031
2012-06-23,4.230000,4.250000,4.140000,4.170000,4.170000,3147
2012-06-24,4.170000,4.190000,4.090000,4.120000,4.120000,4882
2012-06-25,4.120000,4.250000,4.100000,4.180000,4.180000,15250
2012-06-26,4.180000,4.320000,4.170000,4.320000,4.320000,9103
2012-06-27,4.320000,4.350000,4.220000,4.340000,4.340000,4960
2012-06-28,4.340000,4.390000,4.270000,4.390000,4.390000,11571
2012-06-29,4.390000,4.400000,4.300000,4.390000,4.390000,5781
2012-06-30,4.390000,4.400000,4.290000,4.350000,4.350000,12144
2012-07-01,4.350000,4.400000,4.280000,4.380000,4.380000,1515
2012-07-02,4.380000,4.390000,4.180000,4.220000,4.220000,14912
2012-07-03,4.220000,4.290000,4.180000,4.260000,4.260000,16914
2012-07-04,4.260000,4.400000,4.190000,4.320000,4.320000,9238
2012-07-05,4.320000,4.410000,4.250000,4.400000,4.400000,9454
2012-07-06,4.400000,4.470000,4.290000,4.470000,4.470000,4484
2012-07-07,4.470000,4.480000,4.380000,4.480000,4.480000,1194
2012-07-08,4.480000,4.580000,4.400000,4.580000,4.580000,10931
2012-07-09,4.580000,4.770000,4.510000,4.760000,4.760000,25118
2012-07-10,4.760000,4.750000,4.620000,4.700000,4.700000,18650
2012-07-11,4.700000,4.980000,4.630000,4.980000,4.980000,34993
2012-07-12,4.980000,5.140000,4.900000,5.030000,5.030000,26145
2012-07-13,5.030000,5.080000,4.880000,5.010000,5.010000,5091
2012-07-14,5.010000,5.030000,4.870000,5.030000,5.030000,2224
2012-07-15,5.030000,5.470000,4.990000,5.380000,5.380000,7332
2012-07-16,5.380000,5.960000,4.840000,5.680000,5.680000,28678
2012-07-17,5.680000,6.040000,5.590000,5.850000,5.850000,29833
2012-07-18,5.850000,6.020000,5.700000,5.740000,5.740000,24013
2012-07-19,5.740000,5.740000,4.970000,5.570000,5.570000,30581
2012-07-20,5.570000,6.030000,5.210000,5.650000,5.650000,14275
2012-07-21,5.650000,5.730000,5.400000,5.500000,5.500000,4091
2012-07-22,5.500000,5.720000,5.080000,5.510000,5.510000,6814
2012-07-23,5.510000,5.770000,5.450000,5.600000,5.600000,17556
2012-07-24,5.600000,5.700000,5.500000,5.700000,5.700000,17094
2012-07-25,5.700000,5.860000,5.620000,5.760000,5.760000,15855
2012-07-26,5.760000,5.850000,5.670000,5.820000,5.820000,8465
2012-07-27,5.820000,5.820000,5.630000,5.700000,5.700000,18031
2012-07-28,5.700000,5.770000,5.620000,5.630000,5.630000,11091
2012-07-29,5.630000,5.830000,5.600000,5.830000,5.830000,9677
2012-07-30,5.830000,6.070000,5.640000,5.980000,5.980000,22327
2012-07-31,5.980000,6.200000,5.960000,6.170000,6.170000,20092
2012-08-01,6.170000,7.010000,6.130000,6.910000,6.910000,27802
2012-08-02,6.910000,7.240000,6.600000,7.200000,7.200000,19747
2012-08-03,7.200000,7.300000,7.020000,7.150000,7.150000,8601
2012-08-04,7.150000,7.180000,6.660000,7.110000,7.110000,13542
2012-08-05,7.110000,7.220000,6.860000,7.160000,7.160000,15815
2012-08-06,7.160000,7.210000,7.010000,7.140000,7.140000,23890
2012-08-07,7.140000,7.250000,7.070000,7.240000,7.240000,27506
2012-08-08,7.240000,7.730000,7.010000,7.270000,7.270000,26700
2012-08-09,7.270000,7.500000,7.220000,7.450000,7.450000,11933
2012-08-10,7.450000,7.490000,7.310000,7.450000,7.450000,3359
2012-08-11,7.450000,7.570000,7.390000,7.430000,7.430000,5326
2012-08-12,7.430000,7.770000,7.430000,7.690000,7.690000,13481
2012-08-13,7.690000,7.900000,7.620000,7.900000,7.900000,25426
2012-08-14,7.900000,8.500000,7.850000,8.500000,8.500000,17481
2012-08-15,8.500000,8.690000,8.180000,8.690000,8.690000,20193
2012-08-16,8.690000,9.830000,6.820000,7.390000,7.390000,82158
2012-08-17,7.390000,8.280000,7.030000,7.460000,7.460000,19653
2012-08-18,7.460000,7.490000,4.830000,5.070000,5.070000,16526
2012-08-19,5.070000,6.710000,5.070000,6.400000,6.400000,17595
2012-08-20,6.400000,6.570000,6.200000,6.460000,6.460000,8213
2012-08-21,6.460000,6.560000,6.130000,6.380000,6.380000,44514
2012-08-22,6.380000,6.500000,6.200000,6.400000,6.400000,8994
2012-08-23,6.400000,6.570000,6.350000,6.570000,6.570000,10118
2012-08-24,6.570000,6.710000,6.510000,6.710000,6.710000,6674
2012-08-25,6.710000,6.870000,6.530000,6.780000,6.780000,10671
2012-08-26,6.780000,7.550000,6.600000,6.820000,6.820000,9382
2012-08-27,6.820000,7.260000,6.800000,7.040000,7.040000,13779
2012-08-28,7.040000,7.170000,6.800000,7.010000,7.010000,29565
2012-08-29,7.010000,7.050000,6.760000,6.940000,6.940000,17508
2012-08-30,6.940000,6.980000,6.170000,6.430000,6.430000,15418
2012-08-31,6.430000,6.610000,6.250000,6.500000,6.500000,10244
2012-09-01,6.500000,6.690000,6.280000,6.560000,6.560000,5350
2012-09-02,6.560000,6.750000,6.500000,6.740000,6.740000,6907
2012-09-03,6.740000,6.770000,6.310000,6.650000,6.650000,27153
2012-09-04,6.650000,6.960000,6.570000,6.960000,6.960000,23202
2012-09-05,6.960000,7.070000,6.730000,7.020000,7.020000,20012
2012-09-06,7.020000,7.200000,6.900000,7.080000,7.080000,15480
2012-09-07,7.080000,7.130000,6.800000,7.100000,7.100000,3126
2012-09-08,7.100000,7.130000,6.900000,7.070000,7.070000,3199
2012-09-09,7.070000,7.130000,6.950000,7.060000,7.060000,4272
2012-09-10,7.060000,7.170000,6.850000,7.140000,7.140000,33253
2012-09-11,7.140000,7.210000,6.900000,7.110000,7.110000,16503
2012-09-12,7.110000,7.260000,7.030000,7.230000,7.230000,10948
2012-09-13,7.230000,7.390000,7.120000,7.360000,7.360000,21020
2012-09-14,7.360000,7.370000,7.200000,7.350000,7.350000,6055
2012-09-15,7.350000,7.450000,7.300000,7.400000,7.400000,3449
2012-09-16,7.400000,7.500000,7.210000,7.210000,7.210000,14066
2012-09-17,7.210000,7.700000,7.210000,7.700000,7.700000,21469
2012-09-18,7.700000,7.890000,7.590000,7.740000,7.740000,18188
2012-09-19,7.740000,7.870000,7.530000,7.610000,7.610000,22748
2012-09-20,7.610000,7.810000,7.550000,7.720000,7.720000,13638
2012-09-21,7.720000,7.780000,7.560000,7.690000,7.690000,5090
2012-09-22,7.690000,7.700000,7.330000,7.500000,7.500000,16427
2012-09-23,7.500000,7.670000,7.440000,7.510000,7.510000,12959
2012-09-24,7.510000,7.650000,7.260000,7.530000,7.530000,13984
2012-09-25,7.530000,7.600000,7.300000,7.570000,7.570000,6266
2012-09-26,7.570000,7.670000,7.480000,7.630000,7.630000,1577
2012-09-27,7.630000,7.680000,7.570000,7.660000,7.660000,3495
2012-09-28,7.660000,7.750000,7.550000,7.680000,7.680000,4346
2012-09-29,7.680000,7.710000,7.500000,7.500000,7.500000,4444
2012-09-30,7.500000,7.650000,7.420000,7.600000,7.600000,10653
2012-10-01,7.600000,7.980000,7.550000,7.890000,7.890000,6396
2012-10-02,7.890000,8.000000,7.720000,7.790000,7.790000,18673
2012-10-03,7.790000,8.050000,7.820000,8.000000,8.000000,9279
2012-10-04,8.000000,7.990000,7.850000,7.900000,7.900000,2273
2012-10-05,7.900000,7.990000,7.760000,7.890000,7.890000,4329
2012-10-06,7.890000,7.890000,7.220000,7.480000,7.480000,8431
2012-10-07,7.480000,7.480000,6.700000,7.260000,7.260000,7755
2012-10-08,7.260000,7.600000,7.270000,7.560000,7.560000,7806
2012-10-09,7.560000,7.640000,7.430000,7.580000,7.580000,4043
2012-10-10,7.580000,7.700000,7.360000,7.490000,7.490000,6823
2012-10-11,7.490000,7.550000,7.340000,7.460000,7.460000,5791
2012-10-12,7.460000,7.440000,7.370000,7.430000,7.430000,1669
2012-10-13,7.430000,7.440000,7.300000,7.400000,7.400000,1970
2012-10-14,7.400000,7.570000,7.250000,7.530000,7.530000,11670
2012-10-15,7.530000,7.630000,7.230000,7.350000,7.350000,10394
2012-10-16,7.350000,7.560000,7.350000,7.520000,7.520000,3624
2012-10-17,7.520000,7.540000,7.290000,7.540000,7.540000,9625
2012-10-18,7.540000,7.510000,7.340000,7.420000,7.420000,11302
2012-10-19,7.420000,7.550000,7.360000,7.510000,7.510000,5825
2012-10-20,7.510000,7.510000,7.320000,7.340000,7.340000,7713
2012-10-21,7.340000,7.500000,7.200000,7.480000,7.480000,4799
2012-10-22,7.480000,7.540000,7.140000,7.460000,7.460000,16151
2012-10-23,7.460000,7.460000,7.330000,7.360000,7.360000,5804
2012-10-24,7.360000,7.360000,6.590000,6.840000,6.840000,11888
2012-10-25,6.840000,6.910000,6.030000,6.320000,6.320000,16204
2012-10-26,6.320000,6.790000,6.250000,6.560000,6.560000,5351
2012-10-27,6.560000,6.770000,6.480000,6.770000,6.770000,4268
2012-10-29,6.770000,6.790000,6.360000,6.740000,6.740000,9176
2012-10-30,6.740000,6.870000,6.620000,6.800000,6.800000,5242
2012-10-31,6.800000,6.950000,6.690000,6.910000,6.910000,1936
2012-11-01,6.910000,7.130000,6.590000,6.730000,6.730000,9077
2012-11-02,6.730000,6.820000,6.480000,6.570000,6.570000,5343
2012-11-03,6.570000,6.590000,6.520000,6.590000,6.590000,2202
2012-11-04,6.590000,6.660000,6.510000,6.660000,6.660000,4681
2012-11-05,6.660000,6.850000,6.660000,6.770000,6.770000,2772
2012-11-06,6.770000,6.920000,6.670000,6.900000,6.900000,10402
2012-11-07,6.900000,7.100000,6.760000,6.930000,6.930000,8369
2012-11-08,6.930000,7.080000,6.860000,6.950000,6.950000,10417
2012-11-09,6.950000,6.990000,6.750000,6.770000,6.770000,5904
2012-11-10,6.770000,6.960000,6.750000,6.790000,6.790000,1458
2012-11-11,6.790000,6.930000,6.760000,6.830000,6.830000,1143
2012-11-12,6.830000,7.140000,6.760000,7.000000,7.000000,28031
2012-11-13,7.000000,7.100000,6.910000,7.000000,7.000000,4801
2012-11-14,7.000000,7.100000,6.910000,7.070000,7.070000,6731
2012-11-15,7.070000,7.130000,6.910000,7.090000,7.090000,6955
2012-11-16,7.090000,7.400000,7.100000,7.350000,7.350000,20716
2012-11-17,7.350000,7.500000,7.240000,7.300000,7.300000,6200
2012-11-18,7.300000,7.320000,7.170000,7.170000,7.170000,4186
2012-11-19,7.170000,7.410000,7.300000,7.380000,7.380000,5439
2012-11-20,7.380000,7.580000,7.300000,7.460000,7.460000,15824
2012-11-21,7.460000,7.500000,7.240000,7.490000,7.490000,8143
2012-11-22,7.490000,7.740000,7.320000,7.600000,7.600000,5114
2012-11-23,7.600000,7.750000,7.550000,7.700000,7.700000,3231
2012-11-24,7.700000,7.870000,7.630000,7.800000,7.800000,6751
2012-11-25,7.800000,7.950000,7.760000,7.890000,7.890000,3912
2012-11-26,7.890000,8.020000,7.500000,7.650000,7.650000,8019
2012-11-27,7.650000,7.700000,7.500000,7.690000,7.690000,7110
2012-11-28,7.690000,7.890000,7.630000,7.750000,7.750000,4008
2012-11-29,7.750000,8.050000,7.680000,8.000000,8.000000,25020
2012-11-30,8.000000,8.050000,7.650000,7.990000,7.990000,13390
2012-12-01,7.990000,8.060000,7.830000,8.000000,8.000000,8913
2012-12-02,8.000000,8.060000,7.860000,7.880000,7.880000,6481
2012-12-03,7.880000,7.930000,7.800000,7.850000,7.850000,1497
2012-12-04,7.850000,8.350000,7.850000,8.170000,8.170000,18633
2012-12-05,8.170000,8.400000,8.140000,8.370000,8.370000,13924
2012-12-06,8.370000,8.650000,8.220000,8.650000,8.650000,11838
2012-12-07,8.650000,8.600000,8.210000,8.490000,8.490000,17458
2012-12-08,8.490000,8.590000,8.320000,8.490000,8.490000,7021
2012-12-09,8.490000,8.560000,8.300000,8.470000,8.470000,4332
2012-12-10,8.470000,8.610000,8.350000,8.600000,8.600000,7970
2012-12-11,8.600000,8.700000,8.430000,8.600000,8.600000,13627
2012-12-12,8.600000,8.780000,8.480000,8.600000,8.600000,13470
2012-12-13,8.600000,8.760000,8.530000,8.660000,8.660000,35086
2012-12-14,8.660000,8.790000,8.260000,8.650000,8.650000,15786
2012-12-15,8.650000,8.670000,8.550000,8.550000,8.550000,7665
2012-12-16,8.550000,8.650000,8.320000,8.440000,8.440000,7495
2012-12-17,8.440000,8.520000,8.000000,8.340000,8.340000,21013
2012-12-18,8.340000,8.460000,8.260000,8.400000,8.400000,9186
2012-12-19,8.400000,8.600000,8.300000,8.600000,8.600000,7367
2012-12-20,8.600000,8.580000,8.390000,8.550000,8.550000,9223
2012-12-21,8.550000,8.570000,8.260000,8.500000,8.500000,9415
2012-12-22,8.500000,8.500000,8.230000,8.500000,8.500000,6370
2012-12-23,8.500000,8.440000,8.210000,8.440000,8.440000,4346
2012-12-24,8.440000,8.450000,8.240000,8.400000,8.400000,4983
2012-12-25,8.400000,8.440000,8.110000,8.440000,8.440000,6405
2012-12-26,8.440000,8.440000,8.300000,8.440000,8.440000,3219
2012-12-27,8.440000,8.480000,8.300000,8.430000,8.430000,1989
2012-12-28,8.430000,8.550000,8.350000,8.540000,8.540000,10197
2012-12-29,8.540000,8.600000,8.340000,8.380000,8.380000,4118
2012-12-30,8.380000,8.480000,8.380000,8.450000,8.450000,1561
2012-12-31,8.450000,8.450000,8.370000,8.400000,8.400000,141
2013-01-01,8.400000,8.410000,8.310000,8.310000,8.310000,880
2013-01-02,8.310000,8.450000,8.320000,8.330000,8.330000,7738
2013-01-03,8.330000,8.400000,8.020000,8.290000,8.290000,8492
2013-01-04,8.290000,8.440000,8.210000,8.440000,8.440000,14269
2013-01-05,8.440000,8.490000,8.210000,8.490000,8.490000,8641
2013-01-06,8.490000,8.500000,8.320000,8.500000,8.500000,5853
2013-01-07,8.500000,8.500000,8.330000,8.420000,8.420000,6269
2013-01-08,8.420000,8.860000,8.490000,8.800000,8.800000,19029
2013-01-09,8.800000,8.840000,8.600000,8.780000,8.780000,11172
2013-01-10,8.780000,9.030000,8.650000,8.840000,8.840000,15613
2013-01-11,8.840000,9.000000,8.790000,9.000000,9.000000,11867
2013-01-12,9.000000,9.080000,8.830000,9.040000,9.040000,10232
2013-01-13,9.040000,9.070000,8.800000,8.800000,8.800000,3900
2013-01-14,8.800000,9.020000,8.840000,8.960000,8.960000,2244
2013-01-15,8.960000,9.040000,8.820000,9.000000,9.000000,4649
2013-01-16,9.000000,9.350000,8.830000,9.350000,9.350000,22415
2013-01-17,9.350000,10.030000,9.210000,9.970000,9.970000,20621
2013-01-18,9.970000,10.080000,9.790000,9.990000,9.990000,17037
2013-01-19,9.990000,10.000000,9.650000,9.910000,9.910000,6287
2013-01-20,9.910000,10.040000,9.800000,9.820000,9.820000,3668
2013-01-21,9.820000,10.860000,9.580000,10.780000,10.780000,42865
2013-01-22,10.780000,11.300000,10.330000,11.070000,11.070000,23798
2013-01-23,11.070000,11.200000,10.700000,11.200000,11.200000,13208
2013-01-24,11.200000,12.310000,10.050000,10.900000,10.900000,42198
2013-01-25,10.900000,11.450000,9.960000,11.140000,11.140000,56985
2013-01-26,11.140000,11.150000,10.720000,11.100000,11.100000,13257
2013-01-27,11.100000,11.380000,11.040000,11.370000,11.370000,8516
2013-01-28,11.370000,12.120000,11.260000,11.860000,11.860000,24996
2013-01-29,11.860000,12.740000,11.920000,12.720000,12.720000,35049
2013-01-30,12.720000,12.720000,12.350000,12.670000,12.670000,15637
2013-01-31,12.670000,13.800000,12.670000,13.100000,13.100000,50832
2013-02-01,13.100000,13.610000,13.080000,13.080000,13.080000,22845
2013-02-02,13.080000,13.150000,11.680000,12.570000,12.570000,40476
2013-02-03,12.570000,13.060000,12.340000,13.060000,13.060000,5190
2013-02-04,13.060000,13.520000,12.840000,13.050000,13.050000,47864
2013-02-05,13.050000,13.490000,13.060000,13.200000,13.200000,9398
2013-02-06,13.200000,13.870000,13.260000,13.730000,13.730000,12685
2013-02-07,13.730000,14.320000,13.550000,14.310000,14.310000,13565
2013-02-08,14.310000,14.810000,14.200000,14.560000,14.560000,28541
2013-02-09,14.560000,14.950000,14.280000,14.950000,14.950000,27956
2013-02-10,14.950000,14.950000,14.460000,14.750000,14.750000,8691
2013-02-11,14.750000,15.300000,14.760000,15.300000,15.300000,11132
2013-02-12,15.300000,16.719999,15.300000,16.020000,16.020000,48418
2013-02-13,16.020000,16.940001,15.850000,15.850000,15.850000,40734
2013-02-14,15.850000,17.799999,14.000000,17.490000,17.490000,26112
2013-02-15,17.490000,17.860001,16.950001,17.639999,17.639999,46269
2013-02-16,17.639999,17.799999,17.360001,17.639999,17.639999,9276
2013-02-17,17.639999,17.790001,16.500000,17.290001,17.290001,11048
2013-02-18,17.290001,17.650000,17.170000,17.280001,17.280001,10006
2013-02-19,17.280001,19.170000,17.080000,19.000000,19.000000,48868
2013-02-20,19.000000,19.730000,18.700001,19.389999,19.389999,37085
2013-02-21,19.389999,19.740000,19.350000,19.530001,19.530001,3869
2013-02-22,19.530001,21.030001,19.530001,20.200001,20.200001,50984
2013-02-23,20.200001,20.340000,17.860001,19.820000,19.820000,41719
2013-02-24,19.820000,20.370001,19.250000,19.959999,19.959999,32644
2013-02-25,19.959999,20.370001,19.600000,20.049999,20.049999,25586
2013-02-26,20.049999,21.360001,20.100000,20.680000,20.680000,14452
2013-02-27,20.680000,21.190001,20.600000,20.799999,20.799999,28803
2013-02-28,20.799999,23.270000,20.959999,22.040001,22.040001,63718
2013-03-01,22.040001,23.500000,22.090000,23.480000,23.480000,32339
2013-03-02,23.480000,23.360001,22.650000,23.000000,23.000000,10522
2013-03-03,23.000000,23.389999,22.500000,23.000000,23.000000,12336
2013-03-04,23.000000,24.889999,22.540001,24.770000,24.770000,67046
2013-03-05,24.770000,27.559999,24.500000,27.000000,27.000000,73339
2013-03-06,27.000000,32.500000,26.990000,27.500000,27.500000,149795
2013-03-07,27.500000,30.520000,22.760000,27.410000,27.410000,223777
2013-03-08,27.410000,29.639999,27.200001,28.940001,28.940001,28459
2013-03-09,28.940001,31.040001,28.930000,31.000000,31.000000,44658
2013-03-10,31.000000,32.290001,30.490000,30.750000,30.750000,34033
2013-03-11,30.750000,32.939999,30.750000,32.380001,32.380001,49609
2013-03-12,32.380001,32.939999,24.459999,29.900000,29.900000,183919
2013-03-13,29.900000,32.369999,29.900000,32.180000,32.180000,63961
2013-03-14,32.180000,32.860001,31.100000,31.760000,31.760000,77475
2013-03-15,31.760000,32.459999,31.360001,32.180000,32.180000,46063
2013-03-16,32.180000,31.809999,31.280001,31.740000,31.740000,38758
2013-03-17,31.740000,32.270000,31.410000,31.700001,31.700001,31934
2013-03-18,31.700001,34.700001,31.110001,34.680000,34.680000,127755
2013-03-19,34.680000,40.049999,33.369999,39.160000,39.160000,115355
2013-03-20,39.160000,43.840000,39.000000,42.509998,42.509998,77036
2013-03-21,42.509998,50.000000,42.410000,47.500000,47.500000,150013
2013-03-22,47.500000,49.619999,43.820000,45.900002,45.900002,110511
2013-03-23,45.900002,46.500000,34.110001,42.070000,42.070000,131897
2013-03-24,42.070000,47.490002,41.320000,47.490002,47.490002,33333
